src,dst
0,1
1,3
1,2
2,38
2,10
3,5
3,4
4,6
4,7
5,8
5,97
6,17
6,9
7,39
7,20
8,12
8,13
9,11
9,33
11,18
11,25
12,19
12,28
13,14
13,15
14,24
14,46
15,16
15,21
16,102
16,103
17,96
17,42
18,36
18,77
20,43
20,44
21,22
21,23
22,63
22,64
23,118
23,119
24,27
24,114
25,26
25,137
26,37
26,100
27,29
27,30
28,86
28,87
29,34
29,35
30,31
30,32
31,40
31,45
32,55
32,56
33,78
33,79
34,59
34,60
35,80
35,115
36,53
36,54
38,65
38,66
39,41
39,101
40,98
40,99
41,69
41,70
42,57
42,58
43,47
43,48
44,160
44,165
45,51
45,52
46,76
46,81
47,172
47,173
48,49
48,50
49,67
49,68
52,61
52,62
55,190
55,191
56,106
56,107
57,73
57,120
58,84
58,85
60,186
60,187
61,110
61,111
62,74
62,75
63,180
63,181
66,148
66,149
67,124
67,125
68,71
68,72
69,188
69,189
70,88
70,89
71,83
71,128
72,82
72,90
73,182
73,183
79,91
79,121
80,142
80,143
81,156
81,157
85,104
85,105
87,92
87,93
88,94
88,95
89,126
89,127
94,192
94,193
95,108
95,109
96,166
96,167
97,140
97,141
98,194
98,195
104,161
104,162
106,146
106,147
108,116
108,117
110,112
110,113
113,154
113,155
114,158
114,159
116,133
116,134
117,122
117,123
121,138
121,139
125,131
125,132
126,129
126,130
130,150
130,151
131,135
131,136
133,144
133,145
134,168
134,169
139,198
139,199
140,170
140,171
141,174
141,177
146,163
146,164
150,152
150,153
152,184
152,185
168,175
168,176
170,178
170,179
179,196
179,197
