src,dst
0,1
1,2
1,4
2,3
2,5
3,12
3,23
4,7
4,6
5,15
5,20
6,8
6,9
7,10
7,11
8,31
8,36
9,13
9,14
10,17
10,24
11,34
11,112
12,21
12,22
13,51
13,52
14,16
14,154
15,18
15,19
16,29
16,30
17,27
17,28
18,126
18,37
19,107
19,108
20,78
20,88
21,53
21,54
22,62
22,39
23,25
23,26
24,194
24,195
25,35
25,89
28,248
28,249
29,204
29,205
30,32
30,33
31,45
31,46
32,38
32,40
33,41
33,42
34,99
34,100
38,70
38,71
39,59
39,60
40,43
40,44
41,179
41,180
42,47
42,48
43,73
43,74
44,66
44,67
45,208
45,209
47,56
47,75
48,49
48,50
49,55
49,90
50,61
50,81
51,212
51,213
52,57
52,58
53,121
53,122
54,64
54,65
55,119
55,120
56,109
56,110
57,254
57,255
58,101
58,63
59,123
59,124
60,72
60,118
62,150
62,151
63,68
63,69
64,82
64,83
65,146
65,147
66,86
66,87
67,102
67,117
68,116
68,170
69,286
69,287
70,76
70,77
71,93
71,94
72,183
72,184
73,79
73,80
74,105
74,106
75,97
75,98
77,95
77,96
78,84
78,85
81,103
81,104
82,111
82,115
84,137
84,138
85,160
85,161
86,91
86,92
87,148
87,149
88,155
88,189
91,190
91,191
92,152
92,153
93,113
93,114
94,129
94,130
95,216
95,217
97,135
97,136
98,181
98,182
100,156
100,157
101,131
101,132
103,139
103,140
104,185
104,186
105,210
105,211
107,162
107,163
110,125
110,145
111,241
111,242
112,141
112,142
113,292
113,293
114,127
114,128
115,171
115,172
116,133
116,134
117,143
117,144
120,256
120,257
122,175
122,176
124,290
124,291
128,158
128,159
136,168
136,169
139,244
139,245
140,224
140,225
143,187
143,188
147,280
147,281
149,274
149,275
150,173
150,174
151,206
151,207
152,166
152,167
153,288
153,289
155,177
155,178
160,202
160,203
161,266
161,267
162,164
162,165
164,214
164,215
166,220
166,221
167,200
167,201
173,198
173,199
174,192
174,193
175,228
175,229
178,230
178,243
184,196
184,197
190,235
190,236
191,284
191,285
196,231
196,232
198,226
198,227
200,233
200,234
201,218
201,219
202,258
202,259
203,294
203,295
217,246
217,247
218,270
218,271
219,278
219,279
221,222
221,223
223,252
223,253
227,296
227,297
230,268
230,269
231,239
231,240
235,237
235,238
237,282
237,283
245,250
245,251
248,298
248,299
252,264
252,265
253,260
253,261
256,262
256,263
268,276
268,277
269,272
269,273
