src,dst
0,1
1,3
1,2
2,33
2,10
3,5
3,4
4,6
4,7
5,8
5,74
6,16
6,9
7,34
7,19
8,12
8,13
9,11
9,60
11,17
11,24
12,18
12,66
13,14
13,15
14,23
14,40
15,20
15,149
16,168
16,37
17,32
17,59
18,171
18,172
19,38
19,116
20,21
20,22
21,51
21,52
22,89
22,90
23,26
23,87
24,25
24,99
25,77
25,297
26,27
26,28
27,31
27,61
28,29
28,30
29,35
29,39
30,46
30,131
31,48
31,49
32,44
32,45
33,53
33,54
34,36
34,78
35,75
35,76
36,56
36,130
37,47
37,57
38,41
38,118
39,43
39,50
40,58
40,62
41,42
41,184
42,55
42,63
45,141
45,159
46,80
46,81
47,64
47,65
48,386
48,387
49,128
49,129
50,84
50,166
51,123
51,124
54,104
54,105
55,93
55,94
56,67
56,68
57,125
57,151
58,176
58,293
59,264
59,265
60,69
60,91
61,102
61,247
62,110
62,111
63,187
63,188
64,361
64,362
65,79
65,114
66,70
66,71
67,72
67,73
68,95
68,180
69,229
69,230
70,262
70,263
71,283
71,284
72,132
72,133
73,82
73,83
74,100
74,101
75,134
75,135
76,238
76,189
77,169
77,170
78,205
78,206
80,103
80,243
81,148
81,167
82,88
82,92
83,331
83,332
84,85
84,86
85,219
85,292
86,109
86,207
87,112
87,113
88,197
88,117
89,185
89,186
90,342
90,343
91,194
91,137
92,177
92,216
94,98
94,228
95,96
95,97
96,270
96,287
97,106
97,107
98,217
98,233
100,136
100,294
101,119
101,122
102,337
102,338
103,115
103,140
105,192
105,193
106,108
106,225
107,223
107,224
108,126
108,127
110,142
110,150
111,367
111,368
112,323
112,324
114,174
114,175
116,138
116,139
117,120
117,121
121,155
121,156
122,231
122,232
123,153
123,154
126,157
126,158
127,144
127,145
128,178
128,179
132,182
132,183
134,208
134,209
136,356
136,357
137,143
137,291
138,298
138,299
139,302
139,320
140,146
140,147
141,152
141,200
142,195
142,196
143,382
143,383
144,214
144,215
145,160
145,161
146,226
146,227
148,359
148,360
149,325
149,326
151,173
151,181
152,363
152,364
154,162
154,163
155,221
155,222
156,340
156,341
160,300
160,301
161,164
161,165
162,258
162,259
163,256
163,257
165,252
165,253
167,308
167,309
169,212
169,213
171,210
171,211
172,198
172,199
173,288
173,289
174,396
174,397
175,279
175,280
178,390
178,391
179,335
179,336
180,248
180,249
181,203
181,204
183,190
183,191
185,250
185,251
186,201
186,202
188,312
188,313
192,295
192,296
194,271
194,272
195,234
195,235
197,303
197,304
200,310
200,311
204,246
204,307
208,239
208,240
209,327
209,328
211,266
211,267
212,218
212,220
214,388
214,389
218,236
218,237
221,380
221,381
222,254
222,255
223,285
223,286
227,314
227,315
229,241
229,242
231,398
231,399
233,260
233,261
234,275
234,276
238,277
238,278
239,268
239,269
242,244
242,245
249,365
249,366
252,350
252,351
254,348
254,349
260,316
260,317
263,318
263,319
270,392
270,393
271,273
271,274
276,290
276,369
280,281
280,282
284,321
284,322
296,305
296,306
301,333
301,334
306,346
306,347
310,378
310,379
324,329
324,330
331,374
331,375
332,339
332,358
335,372
335,373
340,352
340,353
341,344
341,345
344,384
344,385
349,370
349,371
353,354
353,355
368,376
368,377
390,394
390,395
