src,dst
0,1
1,3
1,2
2,17
2,22
3,4
3,5
4,6
4,28
5,7
5,21
6,14
6,214
7,8
7,81
8,9
8,10
9,11
9,13
10,20
10,27
11,12
11,19
12,29
12,30
13,24
13,298
14,15
14,16
15,162
15,163
16,18
16,42
17,268
17,25
19,37
19,95
20,64
20,164
21,23
21,192
22,26
22,34
23,45
23,46
24,87
24,312
25,31
25,79
26,32
26,126
28,35
28,112
29,80
29,455
30,33
30,36
31,47
31,48
32,150
32,61
33,38
33,39
34,72
34,185
35,40
35,41
36,49
36,50
37,102
37,103
38,251
38,252
39,70
39,71
40,43
40,82
41,52
41,53
42,55
42,56
43,44
43,66
44,59
44,60
45,195
45,196
46,68
46,69
47,75
47,269
49,168
49,169
50,51
50,63
51,62
51,224
52,57
52,58
53,54
53,135
54,86
54,160
56,255
56,410
57,110
57,111
58,73
58,74
59,278
59,279
60,92
60,93
61,109
61,215
62,120
62,127
63,398
63,399
64,65
64,125
65,116
65,122
66,67
66,85
67,76
67,101
69,134
69,153
70,246
70,247
71,77
71,78
72,90
72,91
73,105
73,106
74,554
74,555
75,83
75,84
76,104
76,182
77,315
77,316
78,229
78,230
80,88
80,89
82,123
82,124
83,176
83,177
84,113
84,114
85,94
85,99
88,96
88,117
91,97
91,98
92,175
92,157
93,129
93,161
94,100
94,115
95,132
95,133
96,408
96,409
97,210
97,211
98,142
98,143
99,317
99,318
100,138
100,139
103,107
103,108
104,481
104,482
105,178
105,207
106,118
106,119
107,463
107,464
108,171
108,172
113,205
113,206
114,145
114,146
115,173
115,174
116,121
116,213
117,130
117,131
118,144
118,248
119,128
119,149
120,140
120,141
122,136
122,137
123,311
123,385
124,516
124,517
125,512
125,513
128,170
128,179
129,151
129,152
130,158
130,159
131,264
131,265
133,155
133,156
135,280
135,281
136,154
136,360
138,180
138,181
140,203
140,233
141,270
141,271
142,219
142,220
143,237
143,238
144,199
144,200
145,258
145,324
146,147
146,148
147,239
147,240
148,201
148,202
149,325
149,326
152,186
152,187
153,321
153,322
154,197
154,198
155,412
155,413
156,596
156,597
157,166
157,167
160,165
160,204
161,188
161,189
162,493
162,494
163,217
163,218
165,282
165,283
167,284
167,285
169,386
169,387
170,208
170,209
171,290
171,291
173,190
173,191
174,522
174,523
176,212
176,297
177,216
177,418
178,183
178,184
180,292
180,293
181,193
181,194
182,471
182,472
183,241
183,242
185,499
185,500
186,272
186,273
188,361
188,362
189,236
189,259
190,225
190,226
191,234
191,235
193,400
193,401
194,221
194,299
195,332
195,333
196,381
196,382
197,249
197,250
198,306
198,307
199,253
199,254
200,231
200,232
201,276
201,277
202,262
202,263
206,222
206,223
207,379
207,380
208,308
208,309
209,369
209,370
214,354
214,355
215,487
215,488
216,260
216,261
219,288
219,289
220,452
220,453
221,469
221,470
222,345
222,346
223,274
223,275
224,506
224,507
225,227
225,228
226,303
226,304
227,367
227,368
228,243
228,244
229,514
229,515
231,256
231,257
232,245
232,296
236,504
236,505
237,347
237,348
239,338
239,339
240,404
240,405
241,388
241,389
243,363
243,364
244,491
244,492
249,489
249,490
253,300
253,301
254,305
254,319
255,406
255,407
256,310
256,449
257,302
257,320
259,432
259,433
260,334
260,335
261,586
261,587
262,294
262,295
263,266
263,267
264,467
264,468
265,394
265,395
266,371
266,372
267,373
267,374
269,286
269,287
273,340
273,341
274,390
274,391
275,419
275,420
276,375
276,376
277,461
277,462
279,443
279,444
283,313
283,314
285,540
285,541
286,544
286,545
287,578
287,579
294,411
294,456
295,323
295,342
296,336
296,337
298,329
298,330
299,483
299,484
301,450
301,451
303,327
303,328
306,416
306,417
310,560
310,561
312,392
312,393
320,475
320,476
322,501
322,502
323,352
323,353
325,356
325,357
326,331
326,503
328,343
328,344
334,358
334,359
336,350
336,351
340,426
340,427
341,447
341,448
342,349
342,421
345,528
345,529
352,377
352,378
353,526
353,527
359,383
359,384
361,510
361,511
362,365
362,366
363,536
363,537
364,598
364,599
366,424
366,425
367,428
367,429
372,437
372,438
373,434
373,454
375,479
375,480
380,402
380,403
383,396
383,397
387,548
387,549
388,430
388,431
389,546
389,547
390,445
390,446
391,414
391,415
392,550
392,551
394,582
394,583
396,572
396,573
397,542
397,543
402,564
402,565
404,590
404,591
410,435
410,436
413,457
413,458
418,588
418,589
419,422
419,423
420,439
420,440
421,485
421,486
424,520
424,521
425,524
425,525
426,465
426,466
427,562
427,563
428,441
428,442
431,576
431,577
432,558
432,559
437,495
437,496
441,477
441,478
445,574
445,575
446,473
446,474
449,459
449,460
453,497
453,498
454,566
454,567
478,580
478,581
479,508
479,509
482,584
482,585
484,570
484,571
508,530
508,531
509,518
509,519
512,532
512,533
513,552
513,553
520,538
520,539
522,534
522,535
544,568
544,569
545,594
545,595
549,556
549,557
589,592
589,593
