src,dst
0,1
1,2
1,3
2,8
2,23
3,4
3,5
4,6
4,78
5,7
5,20
6,13
6,158
7,14
7,15
8,9
8,35
9,10
9,11
10,21
10,22
11,12
11,16
12,24
12,25
13,17
13,18
14,51
14,63
15,222
15,223
16,27
16,28
17,19
17,40
18,36
18,44
19,43
19,31
20,37
20,112
21,38
21,225
22,26
22,290
23,32
23,33
24,55
24,98
25,100
25,101
26,74
26,197
27,29
27,30
28,53
28,41
29,127
29,150
30,39
30,52
31,57
31,119
32,265
32,139
33,34
33,481
34,64
34,56
35,142
35,143
37,169
37,170
38,45
38,62
39,42
39,47
40,54
40,87
41,46
41,126
42,48
42,68
43,49
43,50
44,75
44,113
45,437
45,141
46,66
46,161
47,157
47,110
48,337
48,338
50,93
50,174
51,70
51,291
52,59
52,60
53,61
53,79
54,80
54,81
55,58
55,116
56,120
56,121
57,65
57,72
58,94
58,99
59,236
59,237
60,105
60,106
61,76
61,77
62,244
62,336
63,67
63,73
64,71
64,125
65,82
65,122
67,91
67,171
68,69
68,97
70,130
70,131
73,85
73,86
74,198
74,199
75,83
75,84
76,88
76,89
77,356
77,357
79,322
79,323
80,162
80,163
81,90
81,504
82,92
82,132
84,598
84,599
87,135
87,136
88,153
88,154
89,159
89,445
90,140
90,146
91,167
91,168
92,95
92,96
94,137
94,372
95,107
95,108
96,102
96,138
97,346
97,347
98,103
98,104
99,218
99,219
100,195
100,196
101,133
101,134
102,192
102,193
103,128
103,129
104,111
104,304
106,151
106,152
107,109
107,117
108,114
108,115
109,286
109,287
110,123
110,124
111,360
111,361
112,156
112,166
113,187
113,188
115,412
115,413
116,155
116,311
117,118
117,300
118,183
118,184
120,179
120,180
121,228
121,229
122,160
122,217
123,442
123,443
124,274
124,275
125,251
125,252
129,491
129,492
130,422
130,423
131,238
131,239
132,477
132,478
133,214
133,215
134,148
134,149
135,305
135,421
136,190
136,200
137,147
137,194
138,240
138,241
140,144
140,145
141,177
141,178
142,235
142,486
144,224
144,216
145,321
145,424
146,172
146,173
148,482
148,483
149,189
149,371
150,328
150,329
152,201
152,202
154,288
154,289
156,396
156,397
157,435
157,436
158,213
158,431
159,164
159,165
162,175
162,176
163,181
163,182
166,452
166,453
167,271
167,272
171,391
171,392
172,226
172,227
173,207
173,208
175,419
175,420
176,273
176,349
177,398
177,399
178,211
178,212
179,552
179,553
181,259
181,318
182,185
182,186
184,515
184,516
185,209
185,210
186,247
186,248
187,261
187,262
188,191
188,301
189,205
189,206
190,498
190,499
191,203
191,204
193,341
193,342
194,296
194,310
195,331
195,332
196,220
196,221
197,456
197,457
200,543
200,544
201,408
201,409
203,387
203,388
205,269
205,270
206,279
206,549
208,333
208,334
209,343
209,344
212,233
212,234
213,284
213,285
215,345
215,447
218,373
218,374
219,242
219,243
222,458
222,459
227,230
227,231
228,232
228,260
229,245
229,246
230,268
230,299
231,378
231,495
233,253
233,254
234,278
234,364
237,429
237,430
240,319
240,320
241,315
241,416
242,257
242,258
243,425
243,426
244,249
244,250
245,339
245,340
246,576
246,577
247,444
247,536
248,266
248,267
249,255
249,256
252,517
252,518
254,316
254,317
256,324
256,325
260,393
260,462
261,263
261,264
262,302
262,303
263,520
263,521
264,306
264,307
265,389
265,390
266,276
266,277
268,362
268,363
269,292
269,293
270,354
270,355
273,280
273,281
274,528
274,529
275,282
275,283
278,308
278,309
279,297
279,298
280,438
280,439
281,574
281,575
282,400
282,401
285,385
285,386
287,519
287,446
290,404
290,405
291,294
291,295
293,313
293,314
294,365
294,366
295,369
295,370
296,312
296,330
297,383
297,384
298,406
298,407
299,348
299,432
300,500
300,501
305,414
305,415
306,352
306,353
307,350
307,351
308,463
308,464
309,541
309,542
310,440
310,441
311,335
311,375
313,469
313,470
316,381
316,382
319,326
319,327
329,367
329,368
330,410
330,411
332,534
332,535
333,433
333,434
334,578
334,579
336,358
336,359
337,379
337,380
347,572
347,573
348,511
348,512
351,496
351,497
353,460
353,461
358,417
358,418
360,479
360,480
365,376
365,377
367,467
367,468
369,493
369,494
375,394
375,395
384,547
384,548
389,402
389,403
390,545
390,546
394,564
394,565
397,505
397,506
407,450
407,451
408,448
408,449
411,427
411,428
416,560
416,561
419,582
419,583
421,507
421,508
429,489
429,490
432,475
432,476
434,454
434,455
436,473
436,474
439,522
439,523
442,537
442,538
444,502
444,503
447,556
447,557
450,465
450,466
453,562
453,563
454,558
454,559
456,592
456,593
458,484
458,485
460,596
460,597
465,471
465,472
469,584
469,585
470,513
470,514
473,487
473,488
474,594
474,595
475,524
475,525
476,588
476,589
485,532
485,533
493,566
493,567
498,554
498,555
499,509
499,510
502,539
502,540
505,526
505,527
508,570
508,571
515,568
515,569
522,590
522,591
525,530
525,531
538,586
538,587
544,550
544,551
555,580
555,581
