src,dst
0,1
1,2
1,7
2,3
2,4
3,13
3,25
4,5
4,10
5,6
5,12
6,14
6,15
7,8
7,9
8,11
8,20
9,21
9,22
10,18
10,76
11,34
11,19
12,56
12,61
13,48
13,23
14,63
14,50
15,16
15,17
16,35
16,36
17,87
17,277
18,33
18,26
19,30
19,31
20,37
20,45
21,93
21,94
22,28
22,165
23,24
23,27
24,195
24,206
25,32
25,74
26,29
26,71
27,130
27,144
28,46
28,47
29,38
29,39
30,75
30,129
31,119
31,120
32,40
32,49
33,104
33,103
34,72
34,73
35,44
35,133
36,43
36,127
37,122
37,123
38,305
38,306
39,41
39,42
40,153
40,154
41,80
41,84
42,64
42,83
43,82
43,106
44,52
44,53
45,88
45,112
46,70
46,99
47,60
47,258
48,107
48,108
49,51
49,113
50,54
50,55
51,97
51,226
53,81
53,109
54,59
54,155
55,57
55,58
56,273
56,274
57,340
57,341
59,289
59,290
60,189
60,190
61,62
61,128
62,65
62,85
63,68
63,69
64,66
64,67
65,208
65,348
66,158
66,201
67,77
67,232
68,116
68,117
69,105
69,114
71,222
71,223
73,237
73,238
74,124
74,125
75,159
75,160
76,78
76,79
77,86
77,126
78,198
78,199
79,207
79,167
80,200
80,333
83,137
83,138
84,89
84,90
86,115
86,172
87,173
87,174
88,100
88,101
89,379
89,380
90,91
90,92
91,179
91,180
92,185
92,186
93,110
93,111
94,95
94,96
95,317
95,318
96,121
96,136
97,98
97,102
98,131
98,132
99,191
99,192
100,293
100,294
102,211
102,212
103,139
103,140
106,118
106,231
108,220
108,221
109,193
109,194
110,269
110,270
111,175
111,176
112,224
112,225
113,163
113,241
115,161
115,162
116,235
116,236
117,325
117,326
119,145
119,146
120,134
120,135
121,151
121,152
126,142
126,143
128,147
128,148
129,295
129,296
130,250
130,251
131,278
131,279
133,164
133,168
134,166
134,219
135,141
135,169
136,359
136,360
137,244
137,245
139,156
139,157
141,149
141,150
142,170
142,171
143,213
143,214
144,177
144,178
146,196
146,197
149,265
149,266
150,242
150,243
152,331
152,332
153,371
153,372
157,181
157,182
159,365
159,366
160,248
160,249
162,217
162,218
170,297
170,298
171,204
171,205
172,342
172,343
173,202
173,203
175,209
175,210
176,187
176,188
177,303
177,304
178,183
178,184
185,229
185,230
187,256
187,257
189,261
189,299
190,215
190,216
191,336
191,337
192,246
192,247
196,313
196,314
200,381
200,382
202,357
202,358
206,252
206,253
207,300
207,301
213,384
213,385
216,267
216,268
217,287
217,288
220,275
220,276
221,227
221,228
222,323
222,324
223,291
223,292
230,239
230,240
231,233
231,234
233,280
233,281
235,282
235,283
241,285
241,286
242,254
242,255
243,262
243,302
247,369
247,370
249,263
249,264
251,271
251,272
255,259
255,260
258,329
258,330
259,284
259,383
263,367
263,368
264,349
264,350
268,309
268,310
269,338
269,339
271,394
271,395
277,321
277,322
280,311
280,312
281,390
281,391
283,307
283,308
287,327
287,328
294,319
294,320
295,315
295,316
302,334
302,335
303,353
303,354
307,373
307,374
308,351
308,352
313,396
313,397
314,386
314,387
316,355
316,356
318,392
318,393
323,346
323,347
326,375
326,376
330,344
330,345
332,361
332,362
339,363
339,364
352,377
352,378
367,388
367,389
374,398
374,399
