src,dst
0,1
1,2
1,4
2,3
2,5
3,12
3,21
4,7
4,6
5,15
5,18
6,8
6,9
7,10
7,11
8,25
8,440
9,13
9,14
10,16
10,141
11,28
11,106
12,19
12,20
13,42
13,43
14,24
14,397
15,17
15,474
16,23
16,177
17,86
17,87
18,65
18,72
19,44
19,45
20,52
20,31
21,22
21,415
22,29
22,73
23,294
23,295
24,26
24,27
25,36
25,37
26,30
26,32
27,33
27,130
28,225
28,115
30,60
30,64
31,97
31,50
32,34
32,35
33,38
33,39
34,62
34,66
35,56
35,57
36,151
36,152
37,596
37,597
38,47
38,63
39,40
39,41
40,46
40,74
41,51
41,67
42,154
42,289
43,48
43,49
44,95
44,96
45,54
45,55
46,93
46,94
47,88
47,89
48,181
48,182
49,83
49,53
50,61
50,92
52,111
52,112
53,58
53,59
54,68
54,69
55,109
55,110
56,71
56,197
57,107
57,256
58,124
58,103
59,512
59,416
60,77
60,78
61,133
61,134
62,85
62,409
63,81
63,82
64,79
64,80
65,70
65,104
66,263
66,264
67,84
67,135
68,90
68,224
69,383
69,384
70,117
70,118
71,75
71,76
72,114
72,137
73,261
73,262
74,315
74,410
75,138
75,303
76,113
76,204
77,91
77,206
78,100
78,368
79,155
79,156
80,975
80,976
81,221
81,123
82,131
82,132
83,101
83,102
84,105
84,175
85,153
85,453
86,119
86,120
88,691
88,692
89,98
89,108
90,173
90,174
91,99
91,116
92,239
92,240
93,372
93,485
94,183
94,184
96,127
96,128
97,205
97,255
98,251
98,252
99,552
99,553
100,444
100,445
102,318
102,319
103,287
103,288
104,257
104,258
105,160
105,161
106,1128
106,1129
107,136
107,560
108,326
108,327
109,616
109,617
110,201
110,202
111,125
111,126
112,149
112,150
113,121
113,122
114,129
114,166
115,321
115,322
116,285
116,286
117,147
117,148
118,193
118,343
120,229
120,230
121,157
121,391
122,145
122,146
123,985
123,986
124,274
124,275
125,143
125,144
126,139
126,140
127,164
127,165
128,215
128,216
129,226
129,328
131,377
131,378
132,346
132,347
133,339
133,537
134,142
134,167
135,237
135,238
137,438
137,439
138,169
138,170
140,344
140,345
142,276
142,277
143,162
143,163
145,168
145,308
146,329
146,200
147,185
147,186
148,207
148,208
151,499
151,500
152,672
152,673
154,296
154,297
155,217
155,218
156,176
156,272
157,158
157,159
158,800
158,801
159,179
159,180
163,209
163,210
164,290
164,291
165,324
165,325
166,194
166,195
167,268
167,269
168,354
168,355
169,171
169,172
170,332
170,284
171,203
171,266
172,737
172,738
173,280
173,281
174,247
174,248
175,178
175,320
176,233
176,234
177,211
177,212
178,477
178,478
179,191
179,192
180,187
180,188
181,292
181,293
183,189
183,190
184,461
184,462
187,323
187,417
188,265
188,349
190,840
190,841
191,278
191,279
192,253
192,254
193,330
193,331
194,198
194,199
195,196
195,267
196,558
196,559
199,523
199,589
200,222
200,223
201,282
201,283
202,231
202,232
203,213
203,214
204,243
204,244
205,587
205,588
207,316
207,317
209,219
209,220
210,335
210,336
213,249
213,250
214,227
214,228
215,398
215,399
216,447
216,448
217,312
217,313
218,392
218,393
219,356
219,357
220,348
220,396
221,1059
221,1060
222,1003
222,1004
224,241
224,242
225,469
225,470
226,235
226,236
227,340
227,341
228,360
228,361
229,542
229,543
232,300
232,371
234,631
234,632
236,366
236,367
239,524
239,525
240,259
240,260
241,245
241,246
243,423
243,424
244,969
244,970
245,852
245,853
246,400
246,401
247,373
247,374
248,483
248,484
249,342
249,411
251,486
251,487
252,513
252,514
253,306
253,307
254,270
254,271
255,989
255,990
256,337
256,338
257,309
257,310
258,375
258,376
259,717
259,718
260,412
260,413
261,860
261,861
263,406
263,407
264,408
264,414
265,333
265,334
266,790
266,791
267,311
267,314
268,1086
268,1087
270,529
270,530
271,273
271,456
272,298
272,299
273,1156
273,1157
276,728
276,729
277,810
277,811
278,471
278,518
279,358
279,359
281,492
281,493
282,352
282,353
283,561
283,562
284,654
284,655
285,570
285,571
286,394
286,395
287,301
287,302
288,535
288,536
290,773
290,774
291,304
291,305
293,894
293,895
294,350
294,351
296,436
296,437
298,592
298,593
303,645
303,646
305,682
305,683
306,481
306,482
308,497
308,498
310,379
310,380
312,884
312,885
313,904
313,905
315,1010
315,1011
316,741
316,742
317,434
317,435
318,446
318,611
322,420
322,421
325,364
325,365
326,600
326,601
328,1051
328,1052
329,676
329,677
330,746
330,747
331,387
331,388
332,432
332,433
334,494
334,557
336,442
336,443
337,739
337,740
338,457
338,458
340,429
340,430
341,515
341,516
342,490
342,491
345,703
345,704
346,369
346,370
347,662
347,663
348,472
348,473
349,431
349,528
351,678
351,679
352,451
352,452
353,362
353,363
354,385
354,386
355,459
355,460
356,711
356,712
357,1076
357,1077
358,418
358,419
359,754
359,755
360,389
360,390
361,533
361,534
367,521
367,522
368,666
368,667
371,404
371,405
372,1102
372,1103
374,475
374,476
377,519
377,520
378,858
378,859
379,686
379,700
380,381
380,382
381,505
381,506
382,425
382,426
384,949
384,950
385,422
385,574
387,556
387,642
389,602
389,603
390,449
390,450
392,550
392,551
393,726
393,727
394,454
394,455
395,649
395,721
396,1014
396,1015
400,402
400,403
401,607
401,608
402,427
402,428
406,508
406,509
409,635
409,636
410,544
410,545
411,647
411,648
416,495
416,496
417,958
417,959
419,579
419,580
420,792
420,793
422,590
422,591
423,713
423,714
424,517
424,565
425,526
425,527
426,441
426,693
427,997
427,998
428,501
428,502
429,945
429,946
430,531
430,532
431,548
431,549
432,652
432,653
433,658
433,659
435,467
435,468
436,1044
436,1045
439,926
439,955
440,1084
440,1085
441,479
441,480
442,931
442,932
444,784
444,1042
445,680
445,681
449,463
449,464
450,620
450,621
451,465
451,466
458,668
458,669
459,764
459,879
460,981
460,982
463,507
463,785
464,488
464,489
466,568
466,569
467,575
467,576
469,828
469,829
472,965
472,966
476,1158
476,1159
477,1140
477,1141
478,650
478,651
479,598
479,599
480,614
480,615
481,1053
481,1054
482,503
482,504
484,929
484,930
486,767
486,768
487,1012
487,1013
488,656
488,657
489,826
489,827
490,804
490,805
491,628
491,629
492,951
492,952
493,864
493,865
494,808
494,809
496,546
496,547
497,796
497,797
498,643
498,644
499,566
499,567
504,510
504,511
505,724
505,725
506,664
506,665
507,687
507,688
508,1142
508,1143
509,563
509,564
510,760
510,761
511,577
511,578
512,722
512,723
513,1100
513,1101
515,707
515,708
516,780
516,781
517,1104
517,1105
519,572
519,573
521,594
521,595
522,624
522,625
525,674
525,675
526,910
526,911
527,762
527,763
528,880
528,881
531,606
531,734
532,538
532,539
533,914
533,915
534,732
534,733
536,1016
536,1017
537,709
537,710
538,604
538,605
539,540
539,541
540,581
540,582
541,554
541,555
542,630
542,1043
543,892
543,893
546,639
546,1048
547,585
547,586
548,612
548,613
549,1018
549,1019
550,1180
550,1181
553,927
553,928
554,701
554,702
555,1046
555,1047
556,798
556,799
557,583
557,584
558,660
558,661
559,939
559,940
560,626
560,627
561,802
561,803
562,719
562,720
563,999
563,1000
565,609
565,610
568,1124
568,1125
572,956
572,957
574,689
574,690
577,633
577,634
578,622
578,623
579,898
579,899
581,618
581,619
583,1110
583,1111
584,902
584,903
586,640
586,641
587,836
587,837
590,875
590,876
591,960
591,961
592,696
592,697
593,730
593,731
596,794
596,795
599,838
599,839
600,987
600,988
601,735
601,736
602,1098
602,1099
606,822
606,823
609,745
609,775
613,971
613,972
614,698
614,699
617,637
617,638
618,1190
618,1191
620,816
620,817
621,850
621,851
623,778
623,779
626,756
626,757
628,908
628,909
629,694
629,695
630,743
630,744
634,877
634,878
637,788
637,789
638,670
638,671
639,1152
639,1153
641,886
641,887
642,890
642,891
644,771
644,772
646,1150
646,1151
649,1122
649,1123
651,705
651,706
655,715
655,716
