src,dst
699,935
699,936
701,967
701,968
702,1068
702,1069
703,841
703,842
704,839
704,840
706,955
706,956
707,1021
707,1022
708,787
708,788
710,1075
710,1076
717,1066
717,1067
719,813
719,814
722,732
722,733
723,925
723,926
724,1010
724,1011
725,1046
725,1047
732,781
732,782
734,849
734,850
739,959
739,960
741,870
741,871
744,833
744,834
746,805
746,806
750,795
750,796
751,799
751,800
757,835
757,836
760,821
760,822
761,843
761,844
762,992
762,993
766,880
766,881
768,1040
768,1041
769,1034
769,1035
771,1058
771,1059
773,994
773,995
779,1152
779,1153
782,797
782,798
785,977
785,978
790,1025
790,1026
793,1038
793,1039
794,825
794,826
796,817
796,818
797,945
797,946
798,1062
798,1063
799,837
799,838
801,876
801,877
804,809
804,810
805,859
805,860
813,908
813,909
822,874
822,875
824,915
824,916
825,949
825,950
826,872
826,873
827,919
827,920
833,1184
833,1185
834,1124
834,1125
837,1122
837,1123
838,899
838,900
842,1128
842,1129
843,1044
843,1045
855,1148
855,1149
856,889
856,890
857,1016
857,1017
858,884
858,885
859,1109
859,1110
861,1194
861,1195
863,1000
863,1001
864,931
864,932
865,891
865,892
868,1146
868,1147
877,1192
877,1193
878,1048
878,1049
879,1130
879,1131
886,988
886,989
887,1103
887,1104
890,921
890,922
893,1008
893,1009
895,1002
895,1003
897,973
897,974
898,1031
898,1032
899,1156
899,1157
900,1107
900,1108
906,1132
906,1133
914,1054
914,1055
915,986
915,987
921,1014
921,1015
924,1134
924,1135
925,1006
925,1007
926,927
926,928
927,961
927,962
930,1079
930,1080
931,1162
931,1163
932,1160
932,1161
933,1154
933,1155
935,1093
935,1094
936,957
936,958
941,1141
941,1142
944,1170
944,1171
957,1176
957,1177
958,1136
958,1137
959,1060
959,1061
960,1087
960,1088
967,1089
967,1090
973,1029
973,1030
998,1166
998,1167
1001,1180
1001,1181
1006,1042
1006,1043
1009,1019
1009,1020
1017,1036
1017,1037
1024,1111
1024,1112
1025,1119
1025,1120
1027,1168
1027,1169
1036,1091
1036,1092
1048,1081
1048,1082
1063,1070
1063,1071
1070,1101
1070,1102
1077,1158
1077,1159
1082,1083
1082,1084
1084,1139
1084,1140
1088,1121
1088,1138
1093,1196
1093,1197
1094,1150
1094,1151
1104,1190
1104,1191
1121,1186
1121,1187
1157,1174
1157,1175
1177,1178
1177,1179
1179,1188
1179,1189
