src,dst
0,1
1,2
1,4
2,3
2,9
3,5
3,8
4,27
4,44
5,6
5,7
6,10
6,11
7,23
7,24
8,12
8,15
9,16
9,55
10,58
10,78
11,13
11,14
12,42
12,259
13,17
13,36
14,19
14,20
15,21
15,22
16,26
16,33
17,18
17,25
18,37
18,60
19,164
19,165
20,35
20,56
21,198
21,199
22,28
22,29
23,30
23,59
24,110
24,111
26,45
26,46
27,242
27,243
28,79
28,126
29,31
29,43
30,71
30,72
31,32
31,187
32,41
32,82
33,34
33,99
34,40
34,105
36,106
36,107
37,38
37,39
39,51
39,52
40,85
40,86
41,61
41,68
42,49
42,50
43,178
43,179
44,57
44,180
45,47
45,48
46,74
46,75
47,119
47,149
48,168
48,169
49,63
49,100
50,183
50,188
52,53
52,54
54,87
54,88
56,108
56,109
58,62
58,73
59,66
59,67
60,64
60,65
61,69
61,70
62,76
62,77
63,137
63,218
65,192
65,237
66,134
66,189
67,125
67,144
69,113
69,114
70,159
70,219
71,80
71,81
72,166
72,167
73,95
73,96
75,91
75,92
76,122
76,123
77,268
77,269
78,138
78,139
79,83
79,84
81,89
81,90
82,117
82,118
84,184
84,185
86,132
86,133
87,147
87,148
89,93
89,94
91,284
91,285
92,266
92,267
93,115
93,116
94,101
94,102
96,97
96,98
97,103
97,104
98,130
98,131
99,157
99,158
100,298
100,299
102,162
102,163
103,112
103,127
104,204
104,205
106,120
106,121
107,202
107,203
112,160
112,161
113,272
113,273
116,124
116,154
117,170
117,171
118,145
118,146
119,155
119,156
123,128
123,129
124,142
124,143
127,181
127,182
129,225
129,226
131,140
131,141
132,233
132,234
133,135
133,136
135,152
135,153
137,212
137,213
138,276
138,277
139,174
139,175
140,206
140,207
141,200
141,201
142,238
142,239
143,176
143,177
145,210
145,211
146,150
146,151
151,294
151,295
155,227
155,228
158,186
158,197
159,251
159,252
160,193
160,194
162,172
162,173
163,292
163,293
167,282
167,283
172,208
172,209
175,190
175,191
178,214
178,215
181,223
181,224
185,280
185,281
186,240
186,241
187,247
187,248
188,195
188,196
191,229
191,230
193,231
193,232
194,220
194,221
196,257
196,258
200,244
200,245
204,216
204,217
205,255
205,256
211,235
211,236
214,262
214,263
220,222
220,246
223,286
223,287
224,296
224,297
226,274
226,275
229,249
229,250
239,260
239,261
245,253
245,254
256,278
256,279
262,264
262,265
268,270
268,271
285,288
285,289
287,290
287,291
