src,dst
0,1
1,2
1,4
2,3
2,9
3,5
3,8
4,27
4,41
5,6
5,7
6,10
6,11
7,23
7,24
8,12
8,15
9,16
9,58
10,62
10,84
11,13
11,14
12,44
12,83
13,17
13,37
14,19
14,20
15,21
15,22
16,26
16,33
17,18
17,25
18,38
18,64
19,180
19,181
20,36
20,59
22,28
22,29
23,30
23,63
24,117
24,118
26,48
26,49
28,85
28,137
29,31
29,45
30,76
30,77
31,32
31,35
32,43
32,88
33,34
33,106
34,42
34,112
35,119
35,120
37,113
37,114
38,39
38,40
40,54
40,55
41,46
41,47
42,91
42,92
43,65
43,73
44,52
44,53
45,194
45,195
46,60
46,61
48,50
48,51
49,79
49,80
50,128
50,129
51,184
51,185
52,67
52,68
55,56
55,57
57,93
57,94
59,115
59,116
60,196
60,197
62,66
62,78
63,71
63,72
64,69
64,70
65,74
65,75
66,81
66,82
67,101
67,107
68,149
68,150
71,145
71,146
72,135
72,136
74,122
74,123
75,174
75,175
76,86
76,87
77,182
77,183
78,102
78,103
80,97
80,98
81,132
81,133
84,151
84,152
85,89
85,90
87,95
87,96
88,126
88,127
92,143
92,144
93,161
93,162
95,99
95,100
99,124
99,125
100,108
100,109
103,104
103,105
104,110
104,111
105,141
105,142
106,172
106,173
109,178
109,179
110,121
110,138
113,130
113,131
121,176
121,177
125,134
125,169
126,186
126,187
127,159
127,160
128,163
128,164
129,170
129,171
133,139
133,140
134,155
134,156
135,157
135,158
138,198
138,199
142,153
142,154
144,147
144,148
147,167
147,168
152,190
152,191
156,192
156,193
160,165
160,166
178,188
178,189
