src,dst
0,1
1,3
1,2
2,36
2,10
3,5
3,4
4,6
4,7
5,8
5,86
6,16
6,9
7,37
7,19
8,12
8,13
9,11
9,70
11,17
11,24
12,18
12,27
13,14
13,15
14,23
14,44
15,20
15,186
16,85
16,40
17,34
17,69
18,215
18,216
19,41
19,42
20,21
20,22
21,58
21,59
22,103
22,104
23,26
23,100
24,25
24,118
25,35
25,89
26,28
26,29
27,76
27,77
28,32
28,33
29,30
29,31
30,38
30,43
31,53
31,160
32,55
32,56
33,71
33,101
34,51
34,52
36,60
36,61
37,39
37,90
38,87
38,88
39,64
39,65
40,54
40,66
41,45
41,46
42,137
42,140
43,49
43,50
44,68
44,72
45,145
45,146
46,47
46,48
47,62
47,63
48,174
48,178
50,57
50,67
52,170
52,171
53,92
53,93
54,74
54,75
56,156
56,157
57,96
57,97
58,151
58,152
61,126
61,127
62,107
62,108
63,111
63,73
64,158
64,159
65,78
65,79
66,153
66,191
68,221
68,222
70,80
70,105
71,122
71,123
72,133
72,134
73,237
73,238
75,91
75,138
77,81
77,82
78,83
78,84
79,109
79,110
80,290
80,291
83,161
83,162
84,94
84,95
85,141
85,142
86,120
86,121
87,163
87,164
88,189
88,190
89,213
89,214
90,258
90,259
92,124
92,125
93,185
93,210
94,102
94,106
96,98
96,99
97,208
97,209
98,277
98,278
99,132
99,260
100,135
100,136
102,115
102,249
103,235
103,236
105,119
105,166
106,223
106,224
108,114
108,289
109,112
109,113
110,227
110,228
113,128
113,129
114,116
114,117
115,143
115,177
116,179
116,180
117,294
117,295
119,245
119,246
120,144
120,165
121,147
121,150
123,298
123,299
124,139
124,169
125,261
125,262
127,243
127,244
128,130
128,131
129,283
129,284
130,154
130,155
131,285
131,286
133,172
133,173
138,219
138,220
140,167
140,168
142,211
142,212
143,148
143,149
149,196
149,197
150,292
150,293
151,194
151,195
154,198
154,199
155,181
155,182
156,225
156,226
161,231
161,232
163,263
163,264
166,175
166,176
169,183
169,184
170,200
170,201
171,192
171,193
172,187
172,188
173,247
173,248
178,233
178,234
179,273
179,274
181,269
181,270
182,202
182,203
183,287
183,288
190,239
190,240
191,217
191,218
193,252
193,253
195,204
195,205
196,281
196,282
203,206
203,207
213,267
213,268
215,265
215,266
216,250
216,251
217,229
217,230
224,271
224,272
230,256
230,257
232,241
232,242
236,254
236,255
247,296
247,297
267,275
267,276
275,279
275,280
