src,dst
0,1
1,3
1,2
2,18
2,23
3,4
3,5
4,6
4,29
5,7
5,22
6,14
6,15
7,8
7,86
8,9
8,10
9,11
9,13
10,21
10,28
11,12
11,20
12,30
12,31
13,25
13,318
14,16
14,17
15,231
15,367
16,175
16,176
17,19
17,43
18,288
18,26
20,38
20,100
21,69
21,177
22,24
22,208
23,27
23,35
24,46
24,47
25,92
25,178
26,32
26,84
27,33
27,135
29,36
29,120
30,85
30,324
31,34
31,37
32,48
32,49
33,162
33,60
34,39
34,40
35,77
35,201
36,41
36,42
37,50
37,51
38,110
38,111
39,271
39,272
40,75
40,76
41,44
41,87
42,54
42,55
43,57
43,58
44,45
44,71
45,62
45,63
46,211
46,212
47,73
47,74
48,80
48,289
50,182
50,183
51,52
51,53
52,66
52,67
53,68
53,101
54,59
54,61
55,56
55,145
56,91
56,139
58,275
58,350
59,118
59,119
60,64
60,65
61,78
61,79
62,298
62,299
63,97
63,98
65,117
65,232
66,242
66,243
67,129
67,136
68,430
68,431
69,70
69,134
70,125
70,131
71,72
71,90
72,81
72,109
74,144
74,165
75,265
75,266
76,82
76,83
77,95
77,96
78,113
78,114
80,88
80,89
81,112
81,198
82,339
82,340
83,248
83,249
85,93
85,94
87,132
87,133
88,191
88,192
89,121
89,122
90,99
90,106
93,102
93,126
96,104
96,105
97,103
97,169
98,138
98,174
99,107
99,108
100,142
100,143
102,440
102,441
103,189
103,190
104,227
104,228
105,153
105,154
106,341
106,342
107,123
107,124
108,149
108,150
111,115
111,116
113,146
113,223
114,127
114,128
116,185
116,186
121,221
121,222
122,157
122,158
124,187
124,188
125,130
125,230
126,140
126,141
127,155
127,156
128,137
128,161
129,151
129,152
131,147
131,148
132,333
132,334
137,184
137,195
138,163
138,164
139,172
139,173
140,170
140,171
141,284
141,285
143,167
143,168
145,300
145,301
146,193
146,194
147,166
147,224
149,196
149,197
151,219
151,252
152,290
152,291
153,236
153,237
154,256
154,257
155,267
155,268
156,215
156,216
157,278
157,349
158,159
158,160
159,258
159,259
160,217
160,218
161,351
161,352
164,202
164,203
165,345
165,346
166,213
166,214
167,446
167,447
169,180
169,181
173,179
173,220
174,204
174,205
176,234
176,235
178,335
178,336
179,302
179,303
181,304
181,305
183,418
183,419
184,225
184,226
185,310
185,311
187,206
187,207
191,229
191,317
192,233
192,452
193,199
193,200
196,312
196,313
197,209
197,210
199,260
199,261
202,292
202,293
204,392
204,393
205,255
205,279
206,244
206,245
207,253
207,254
209,432
209,433
210,238
210,239
211,359
211,360
212,412
212,413
213,269
213,270
214,328
214,329
215,273
215,274
216,250
216,251
217,296
217,297
218,282
218,283
222,240
222,241
223,410
223,411
224,390
224,391
225,330
225,331
226,400
226,401
231,384
231,385
233,280
233,281
236,308
236,309
237,488
237,489
239,319
239,320
240,374
240,375
241,294
241,295
244,246
244,247
245,325
245,326
246,398
246,399
247,262
247,263
250,276
250,277
251,264
251,316
256,376
256,377
258,365
258,366
259,436
259,437
260,420
260,421
262,394
262,395
273,321
273,322
274,327
274,343
275,438
275,439
276,332
276,485
277,323
277,344
279,467
279,468
280,361
280,362
282,314
282,315
283,286
283,287
285,426
285,427
286,402
286,403
287,404
287,405
289,306
289,307
293,368
293,369
294,422
294,423
295,453
295,454
296,406
296,407
299,479
299,480
303,337
303,338
314,444
314,445
315,347
315,348
316,363
316,364
318,355
318,356
322,486
322,487
324,492
324,493
325,353
325,354
328,450
328,451
334,416
334,417
335,424
335,425
347,382
347,383
348,370
348,371
350,442
350,443
351,386
351,387
352,357
352,358
354,372
354,373
361,388
361,389
363,380
363,381
368,461
368,462
369,483
369,484
370,378
370,379
379,455
379,456
382,408
382,409
389,414
389,415
393,396
393,397
397,459
397,460
398,463
398,464
403,473
403,474
404,469
404,470
411,434
411,435
414,428
414,429
420,465
420,466
422,481
422,482
423,448
423,449
443,471
443,472
445,494
445,495
447,496
447,497
453,457
453,458
454,475
454,476
463,477
463,478
470,490
470,491
485,498
485,499
