src,dst
0,1
1,2
1,4
2,3
2,5
3,12
3,21
4,7
4,6
5,15
5,18
6,8
6,9
7,10
7,11
8,26
8,31
9,13
9,14
10,16
10,22
11,29
11,115
12,19
12,20
13,44
13,45
14,25
14,123
15,17
15,107
16,24
16,196
17,93
17,94
18,69
18,76
19,46
19,47
20,54
20,33
21,23
21,253
22,154
22,155
23,30
23,77
24,329
24,330
25,27
25,28
26,38
26,39
27,32
27,34
28,35
28,142
29,87
29,252
31,494
31,495
32,62
32,63
33,105
33,52
34,36
34,37
35,40
35,41
36,65
36,70
37,58
37,59
38,166
38,167
40,49
40,66
41,42
41,43
42,48
42,78
43,53
43,71
44,170
44,324
45,50
45,51
46,103
46,104
47,56
47,57
48,101
48,102
49,95
49,96
50,201
50,202
51,88
51,55
52,64
52,100
54,120
54,121
55,60
55,61
56,72
56,73
57,118
57,119
58,75
58,219
59,89
59,116
60,136
60,112
61,227
61,228
62,67
62,68
63,81
63,82
64,145
64,146
65,91
65,92
66,85
66,86
68,83
68,84
69,74
69,113
70,295
70,296
71,90
71,147
72,97
72,250
73,427
73,428
74,128
74,129
75,79
75,80
76,124
76,150
77,293
77,294
78,351
78,352
79,151
79,226
80,122
80,229
81,98
81,99
82,109
82,411
83,172
83,173
85,247
85,135
86,143
86,144
87,125
87,126
88,110
88,111
89,287
89,288
90,114
90,194
91,168
91,169
92,455
92,456
93,130
93,131
96,106
96,117
97,192
97,193
98,231
98,232
99,108
99,127
100,270
100,271
101,415
101,416
102,203
102,204
104,139
104,140
105,230
105,286
106,282
106,283
107,534
107,535
109,500
109,501
111,355
111,356
112,322
112,323
113,289
113,290
114,178
114,179
116,148
116,149
117,364
117,365
119,223
119,224
120,137
120,138
121,164
121,165
122,133
122,134
123,441
123,442
124,141
124,184
126,359
126,360
127,320
127,321
128,162
128,163
129,213
129,214
130,132
130,171
132,257
132,258
133,174
133,175
134,160
134,161
136,309
136,310
137,158
137,159
138,152
138,153
139,182
139,183
140,241
140,242
141,254
141,366
143,421
143,422
144,388
144,389
145,378
145,379
146,156
146,157
147,267
147,268
150,492
150,493
151,187
151,188
153,386
153,387
156,185
156,191
157,311
157,312
158,180
158,181
160,186
160,344
161,217
161,222
162,205
162,206
163,233
163,234
166,564
166,565
168,265
168,266
170,331
170,332
172,243
172,244
173,195
173,306
174,392
174,435
175,176
175,177
177,199
177,200
181,235
181,236
182,325
182,326
183,362
183,363
184,215
184,216
185,302
185,303
186,397
186,398
187,189
187,190
188,370
188,319
189,225
189,269
192,315
192,316
193,278
193,279
194,197
194,198
195,261
195,262
196,237
196,238
197,538
197,539
198,357
198,358
199,211
199,212
200,207
200,208
201,327
201,328
203,209
203,210
204,520
204,521
207,361
207,469
208,297
208,391
211,313
211,314
212,284
212,285
213,384
213,385
214,368
214,369
215,220
215,221
216,218
216,251
217,367
217,377
221,592
221,593
222,248
222,249
223,317
223,318
224,259
224,260
225,239
225,240
226,339
226,515
227,578
227,579
228,467
228,468
229,274
229,275
233,353
233,354
235,245
235,246
236,373
236,374
239,280
239,281
240,255
240,256
241,443
241,444
242,504
242,505
243,348
243,349
244,436
244,437
245,399
245,400
246,390
246,440
250,272
250,273
251,300
251,301
252,528
252,529
253,465
253,466
254,263
254,264
255,380
255,381
256,403
256,404
260,336
260,414
264,409
264,410
266,510
266,511
269,298
269,299
270,594
270,595
271,291
271,292
272,276
272,277
274,476
274,477
277,445
277,446
278,417
278,418
279,546
279,547
280,382
280,383
282,550
282,551
283,580
283,581
284,342
284,343
285,304
285,305
288,375
288,376
289,345
289,346
290,419
290,420
292,461
292,462
295,451
295,452
296,453
296,454
297,371
297,372
301,347
301,350
305,307
305,308
306,333
306,334
308,335
308,514
313,530
313,531
314,401
314,402
316,556
316,557
317,395
317,396
321,438
321,439
322,337
322,338
326,340
326,341
329,393
329,394
331,490
331,491
342,544
342,545
344,562
344,563
346,423
346,424
351,457
351,458
354,488
354,489
355,502
355,503
360,472
360,473
363,407
363,408
369,431
369,432
370,486
370,487
372,558
372,559
374,498
374,499
376,516
376,517
380,482
380,483
381,582
381,583
382,459
382,460
383,554
383,555
388,412
388,413
390,532
390,533
391,484
391,485
395,508
395,509
396,405
396,406
397,429
397,430
398,518
398,519
401,470
401,471
403,433
403,434
410,590
410,591
414,449
414,450
415,548
415,549
418,536
418,537
421,588
421,589
424,425
424,426
425,570
425,571
426,478
426,479
429,474
429,475
434,506
434,507
438,512
438,513
445,447
445,448
447,480
447,481
451,574
451,575
453,463
453,464
468,560
468,561
477,584
477,585
478,596
478,597
479,496
479,497
481,566
481,567
484,598
484,599
489,526
489,527
497,542
497,543
506,522
506,523
508,524
508,525
522,572
522,573
523,552
523,553
531,540
531,541
540,586
540,587
545,568
545,569
569,576
569,577
