src,dst
0,1
1,2
1,7
2,3
2,4
3,13
3,25
4,5
4,10
5,6
5,12
6,14
6,15
7,8
7,9
8,11
8,20
9,21
9,22
10,18
10,73
11,34
11,19
12,54
12,58
13,48
13,23
14,60
14,50
15,16
15,17
16,35
16,36
17,84
17,245
18,33
18,26
19,30
19,31
20,37
20,45
21,90
21,91
22,28
22,154
23,24
23,27
24,179
24,190
25,32
25,71
26,29
26,68
27,123
27,136
28,46
28,47
29,38
29,39
30,72
30,122
31,113
31,114
32,40
32,49
33,101
33,100
34,69
34,70
35,44
35,126
36,43
36,121
37,116
37,117
38,267
38,268
39,41
39,42
40,143
40,144
41,77
41,81
42,61
42,80
43,79
43,103
44,51
44,52
45,85
45,107
46,67
46,96
47,57
47,286
48,104
48,203
49,108
49,94
50,256
50,53
52,78
52,178
53,55
53,56
54,243
54,244
55,294
55,391
57,175
57,176
58,59
58,388
59,62
59,82
60,65
60,66
61,63
61,64
62,192
62,301
63,147
63,185
64,74
64,211
65,111
65,285
66,102
66,109
67,434
67,435
68,204
68,205
70,216
70,217
71,118
71,119
72,148
72,149
73,75
73,76
74,83
74,120
75,182
75,183
76,191
76,156
77,184
77,289
80,130
80,220
81,86
81,87
83,110
83,160
84,161
84,162
85,97
85,98
86,324
86,325
87,88
87,89
88,167
88,518
89,171
89,172
90,105
90,106
91,92
91,93
92,278
92,279
93,115
93,129
94,95
94,99
95,124
95,125
96,177
96,291
97,259
97,260
99,195
99,196
100,131
100,132
103,112
103,210
105,239
105,240
106,163
106,164
107,206
107,449
108,152
108,253
110,150
110,151
111,214
111,215
113,137
113,138
114,127
114,128
115,141
115,142
116,363
116,364
120,134
120,135
122,261
122,262
123,224
123,225
124,246
124,247
125,466
125,467
126,153
126,157
127,155
127,202
128,133
128,158
129,309
129,310
131,145
131,146
132,492
132,493
133,139
133,140
134,159
134,369
135,197
135,198
136,165
136,166
137,590
137,591
138,180
138,181
139,236
139,237
140,219
140,290
141,506
141,507
142,287
142,288
143,319
143,320
144,342
144,343
145,478
145,479
146,168
146,400
147,361
147,362
148,314
148,315
149,222
149,223
151,200
151,201
153,392
153,393
154,376
154,377
156,580
156,581
159,188
159,189
160,295
160,296
161,186
161,187
162,453
162,454
163,193
163,194
164,173
164,174
165,266
165,346
166,169
166,170
171,209
171,218
172,416
172,417
173,230
173,387
175,233
175,263
176,199
176,238
177,221
177,318
179,533
179,534
180,275
180,339
184,326
184,327
185,405
185,406
186,307
186,308
189,370
189,371
190,226
190,227
191,264
191,265
193,484
193,485
194,383
194,384
195,441
195,442
197,329
197,330
198,420
198,421
200,254
200,255
201,496
201,497
203,207
203,208
204,283
204,284
205,257
205,258
206,409
206,410
207,355
207,356
209,529
209,530
210,212
210,213
212,248
212,249
214,250
214,251
215,401
215,402
218,352
218,452
219,228
219,229
220,560
220,561
221,540
221,541
223,234
223,235
224,349
224,394
225,241
225,242
226,550
226,551
227,398
227,399
228,436
228,437
229,231
229,232
231,252
231,328
233,554
233,555
234,316
234,317
235,302
235,303
237,443
237,444
238,271
238,272
239,292
239,293
240,474
240,475
241,337
241,338
243,535
243,536
244,470
244,471
245,281
245,282
248,273
248,274
249,378
249,438
251,269
251,270
253,516
253,517
254,381
254,397
255,578
255,579
256,350
256,351
260,280
260,463
261,276
261,277
263,461
263,462
269,321
269,322
270,304
270,323
271,353
271,354
272,374
272,375
273,347
273,348
275,331
275,332
277,305
277,306
279,335
279,336
281,382
281,415
283,299
283,300
284,403
284,404
286,297
286,298
288,311
288,312
293,313
293,537
296,514
296,515
300,500
300,501
310,426
310,427
311,457
311,458
313,432
313,433
316,333
316,334
317,359
317,360
318,490
318,491
320,498
320,499
322,340
322,341
323,552
323,553
327,548
327,549
330,385
330,386
331,476
331,477
333,357
333,358
334,344
334,345
335,389
335,390
338,365
338,366
340,546
340,547
342,418
342,419
348,372
348,373
350,411
350,412
353,367
353,368
354,379
354,380
355,422
355,423
361,472
361,473
362,468
362,469
367,488
367,489
371,568
371,569
375,592
375,593
377,447
377,448
378,480
378,481
379,531
379,532
381,395
381,396
389,407
389,408
390,428
390,429
393,459
393,460
397,519
397,520
398,582
398,583
400,424
400,425
406,413
406,414
409,594
409,595
411,502
411,503
413,512
413,513
414,430
414,431
415,450
415,451
416,439
416,440
418,482
418,483
421,494
421,495
423,574
423,575
429,455
429,456
431,556
431,557
432,521
432,522
434,510
434,511
436,504
436,505
437,542
437,543
443,445
443,446
447,566
447,567
450,464
450,465
451,576
451,577
453,586
453,587
459,486
459,487
461,572
461,573
462,598
462,599
464,544
464,545
465,523
465,524
469,508
469,509
482,527
482,528
485,588
485,589
489,596
489,597
494,564
494,565
500,570
500,571
505,525
505,526
521,538
521,539
532,562
532,563
541,558
541,559
577,584
577,585
